"id","alumno_id","curso_id","periodo","vez_cursado","nota_pc1","nota_parcial","nota_pc2","promedio_proyectado","asistencia_porcentaje","estado"
"357","78","25","2025-II","2","13.67","14.02",,"13.85","80","MATRICULADO"
"358","78","22","2025-II","1","11.28","12.49",,"11.89","89","MATRICULADO"
"359","79","14","2025-II","1","10.04","11.52",,"10.78","87","MATRICULADO"
"360","79","9","2025-II","1","9.64","14.41",,"12.03","88","MATRICULADO"
"361","79","6","2025-II","1","9.74","12.72",,"11.23","80","MATRICULADO"
"362","79","13","2025-II","2","14.04","11.33",,"12.69","81","MATRICULADO"
"363","79","28","2025-II","1","11.48","12.5",,"11.99","88","MATRICULADO"
"364","80","3","2025-II","1","16.92","14.16",,"15.54","96","MATRICULADO"
"365","80","18","2025-II","1","15.4","18.41",,"16.91","97","MATRICULADO"
"366","80","26","2025-II","1","14.42","14.62",,"14.52","95","MATRICULADO"
"367","80","5","2025-II","1","14.33","15.04",,"14.69","90","MATRICULADO"
"368","80","9","2025-II","1","15.14","17.34",,"16.24","98","MATRICULADO"
"369","80","28","2025-II","1","14.99","16.35",,"15.67","99","MATRICULADO"
"370","81","17","2025-II","1","13.11","12.55",,"12.83","72","MATRICULADO"
"371","81","28","2025-II","2","10.72","13.41",,"12.07","75","MATRICULADO"
"372","81","26","2025-II","1","12.3","8.87",,"10.59","70","MATRICULADO"
"373","81","8","2025-II","1","9.55","8.81",,"9.18","76","MATRICULADO"
"374","82","9","2025-II","1","7.98","8.12",,"8.05","56","MATRICULADO"
"375","82","3","2025-II","3","6.79","5.5",,"6.15","57","MATRICULADO"
"376","82","4","2025-II","1","9.29","9.75",,"9.52","64","MATRICULADO"
"377","82","10","2025-II","1","7.28","7.12",,"7.2","60","MATRICULADO"
"378","82","22","2025-II","2","9.53","10.48",,"10.01","60","MATRICULADO"
"379","83","11","2025-II","2","6.2","8.02",,"7.11","55","MATRICULADO"
"380","83","28","2025-II","3","7.68","5.75",,"6.72","64","MATRICULADO"
"381","83","16","2025-II","3","8.28","8.18",,"8.23","55","MATRICULADO"
"382","83","13","2025-II","2","9.71","6.15",,"7.93","56","MATRICULADO"
"383","83","7","2025-II","1","9.25","9.46",,"9.36","62","MATRICULADO"
"384","84","25","2025-II","1","7.13","7.14",,"7.14","61","MATRICULADO"
"385","84","9","2025-II","3","7.5","9.93",,"8.72","57","MATRICULADO"
"386","84","14","2025-II","1","9.6","9.48",,"9.54","60","MATRICULADO"
"387","84","7","2025-II","1","6.74","8.76",,"7.75","60","MATRICULADO"
"388","84","18","2025-II","1","5.93","8.33",,"7.13","60","MATRICULADO"
"389","84","5","2025-II","2","8.45","9.14",,"8.8","63","MATRICULADO"
"390","85","8","2025-II","1","9.73","10.39",,"10.06","58","MATRICULADO"
"391","85","24","2025-II","2","7.82","9.47",,"8.65","60","MATRICULADO"
"392","85","14","2025-II","1","7.14","5.82",,"6.48","58","MATRICULADO"
"393","86","9","2025-II","1","6.26","6.46",,"6.36","60","MATRICULADO"
"394","86","27","2025-II","2","8.96","8.72",,"8.84","56","MATRICULADO"
"395","86","22","2025-II","1","5.7","8.43",,"7.07","63","MATRICULADO"
"396","86","3","2025-II","1","8.61","5.79",,"7.2","59","MATRICULADO"
"397","87","11","2025-II","1","12.17","13.02",,"12.6","89","MATRICULADO"
"398","87","14","2025-II","1","13.14","13.24",,"13.19","85","MATRICULADO"
"399","87","15","2025-II","1","10.45","9.96",,"10.21","88","MATRICULADO"
"400","87","6","2025-II","1","13.44","10.11",,"11.78","82","MATRICULADO"
"401","87","25","2025-II","1","11.41","10.1",,"10.76","84","MATRICULADO"
"402","87","26","2025-II","1","11.36","10.41",,"10.89","87","MATRICULADO"
"403","88","18","2025-II","1","18.08","17.09",,"17.59","98","MATRICULADO"
"404","88","2","2025-II","1","17.16","16.03",,"16.6","93","MATRICULADO"
"405","88","5","2025-II","1","17.6","16.5",,"17.05","95","MATRICULADO"
"406","88","26","2025-II","1","18.01","17.47",,"17.74","92","MATRICULADO"
"407","88","27","2025-II","1","18.24","17.96",,"18.1","96","MATRICULADO"
"408","89","5","2025-II","1","11.07","10.07",,"10.57","86","MATRICULADO"
"409","89","23","2025-II","2","9.95","10.3",,"10.13","85","MATRICULADO"
"410","89","6","2025-II","1","9.8","11.17",,"10.49","84","MATRICULADO"
"411","89","12","2025-II","1","10","11.85",,"10.93","80","MATRICULADO"
"412","90","10","2025-II","2","11.05","9.78",,"10.42","77","MATRICULADO"
"413","90","28","2025-II","1","9.12","12.49",,"10.81","76","MATRICULADO"
"414","90","21","2025-II","1","10.52","12.96",,"11.74","72","MATRICULADO"
"415","90","16","2025-II","1","9.6","9.48",,"9.54","73","MATRICULADO"
"416","90","1","2025-II","2","10.15","10.73",,"10.44","72","MATRICULADO"
"417","91","10","2025-II","1","11","11.6",,"11.3","75","MATRICULADO"
"418","91","4","2025-II","1","8.51","10.33",,"9.42","78","MATRICULADO"
"419","91","1","2025-II","1","9.43","13.38",,"11.41","73","MATRICULADO"
"420","91","19","2025-II","1","11.64","9.46",,"10.55","70","MATRICULADO"
"421","92","9","2025-II","2","5.76","8",,"6.88","58","MATRICULADO"
"422","92","7","2025-II","2","7.39","9.1",,"8.25","59","MATRICULADO"
"423","92","6","2025-II","3","9.5","9.34",,"9.42","59","MATRICULADO"
"424","92","26","2025-II","2","6.03","9.39",,"7.71","60","MATRICULADO"
"425","92","16","2025-II","2","9.18","10.26",,"9.72","60","MATRICULADO"
"426","93","26","2025-II","1","13.42","11.85",,"12.64","73","MATRICULADO"
"427","93","28","2025-II","1","11.67","8.6",,"10.14","71","MATRICULADO"
"428","93","1","2025-II","1","10.39","8.77",,"9.58","71","MATRICULADO"
"429","93","15","2025-II","2","10.23","9.46",,"9.85","79","MATRICULADO"
"430","94","25","2025-II","2","9.66","11.62",,"10.64","74","MATRICULADO"
"431","94","7","2025-II","1","12.14","13.46",,"12.8","77","MATRICULADO"
"432","94","26","2025-II","2","9.16","9.32",,"9.24","74","MATRICULADO"
"433","94","18","2025-II","1","11.78","11.17",,"11.48","77","MATRICULADO"
"434","94","14","2025-II","1","12.68","9.56",,"11.12","75","MATRICULADO"
"435","95","6","2025-II","1","9.1","12.45",,"10.78","75","MATRICULADO"
"436","95","17","2025-II","2","13.46","11.08",,"12.27","76","MATRICULADO"
"437","95","14","2025-II","1","10.06","13.12",,"11.59","76","MATRICULADO"
"438","95","19","2025-II","1","9.33","9.24",,"9.29","72","MATRICULADO"
"439","96","26","2025-II","1","14.37","14.06",,"14.22","90","MATRICULADO"
"440","96","24","2025-II","1","13.75","17.3",,"15.53","96","MATRICULADO"
"441","96","28","2025-II","1","18.01","16.51",,"17.26","92","MATRICULADO"
"442","96","20","2025-II","1","16.24","16.85",,"16.55","97","MATRICULADO"
"443","96","16","2025-II","1","16.38","14.77",,"15.58","95","MATRICULADO"
"444","96","27","2025-II","1","13.96","16.67",,"15.32","98","MATRICULADO"
"445","97","21","2025-II","1","13.75","9.66",,"11.71","86","MATRICULADO"
"446","97","27","2025-II","1","9.6","10.25",,"9.93","86","MATRICULADO"
"447","97","1","2025-II","1","12.95","12.68",,"12.82","81","MATRICULADO"
"448","97","19","2025-II","1","12.06","13.95",,"13.01","89","MATRICULADO"
"449","98","11","2025-II","1","8.43","5.66",,"7.05","59","MATRICULADO"
"450","98","27","2025-II","1","8.77","5.97",,"7.37","60","MATRICULADO"
"451","98","8","2025-II","1","7.42","6.35",,"6.89","62","MATRICULADO"
"452","98","28","2025-II","1","8.94","9.06",,"9","59","MATRICULADO"
"453","99","12","2025-II","1","8.76","9.62",,"9.19","56","MATRICULADO"
"454","99","11","2025-II","1","8.01","5.71",,"6.86","61","MATRICULADO"
"455","99","22","2025-II","1","6.24","6.89",,"6.57","64","MATRICULADO"
"456","100","6","2025-II","1","17.02","17.94",,"17.48","93","MATRICULADO"
"457","100","28","2025-II","1","18.2","17.22",,"17.71","98","MATRICULADO"
"458","100","7","2025-II","1","16.17","18.21",,"17.19","91","MATRICULADO"
"459","100","20","2025-II","1","14.45","17.73",,"16.09","96","MATRICULADO"
"460","101","19","2025-II","1","12.85","11.3",,"12.08","87","MATRICULADO"
"461","101","24","2025-II","1","13.8","12.78",,"13.29","87","MATRICULADO"
"462","101","16","2025-II","1","10.97","13.12",,"12.05","87","MATRICULADO"
"463","101","15","2025-II","1","12.14","11.37",,"11.76","82","MATRICULADO"
"464","102","27","2025-II","2","8.55","11.07",,"9.81","75","MATRICULADO"
"465","102","5","2025-II","1","11.37","9.61",,"10.49","73","MATRICULADO"
"466","102","8","2025-II","2","8.92","12.94",,"10.93","71","MATRICULADO"
"467","102","23","2025-II","1","12.57","10.07",,"11.32","71","MATRICULADO"
"468","103","14","2025-II","1","17.37","15.68",,"16.53","98","MATRICULADO"
"469","103","28","2025-II","1","15.4","18.14",,"16.77","94","MATRICULADO"
"470","103","20","2025-II","1","18.28","17.09",,"17.69","97","MATRICULADO"
"471","103","13","2025-II","1","14.11","14.7",,"14.41","98","MATRICULADO"
"472","103","19","2025-II","1","13.64","14.22",,"13.93","96","MATRICULADO"
"473","104","1","2025-II","1","16.46","18.12",,"17.29","98","MATRICULADO"
"474","104","13","2025-II","1","16.82","13.55",,"15.19","90","MATRICULADO"
"475","104","7","2025-II","1","13.51","15.08",,"14.3","95","MATRICULADO"
"476","104","26","2025-II","1","17.61","15.43",,"16.52","94","MATRICULADO"
"477","105","4","2025-II","1","6.41","7.49",,"6.95","59","MATRICULADO"
"478","105","2","2025-II","1","7.61","8",,"7.81","57","MATRICULADO"
"479","105","19","2025-II","1","8.62","8.17",,"8.4","62","MATRICULADO"
"480","105","11","2025-II","1","5.96","8.16",,"7.06","58","MATRICULADO"
"481","105","10","2025-II","1","7.32","9.31",,"8.32","62","MATRICULADO"
"482","106","20","2025-II","1","10.83","12.97",,"11.9","86","MATRICULADO"
"483","106","9","2025-II","1","11.03","10.61",,"10.82","81","MATRICULADO"
"484","106","8","2025-II","1","11.17","10.32",,"10.75","88","MATRICULADO"
"485","106","17","2025-II","1","14.48","10.97",,"12.73","84","MATRICULADO"
"486","106","15","2025-II","1","12.06","13.96",,"13.01","89","MATRICULADO"
"487","107","9","2025-II","1","5.9","5.81",,"5.86","55","MATRICULADO"
"488","107","5","2025-II","1","6","5.65",,"5.83","63","MATRICULADO"
"489","107","8","2025-II","1","9.29","5.98",,"7.64","57","MATRICULADO"
"490","107","21","2025-II","2","7.35","8.07",,"7.71","59","MATRICULADO"
"491","108","7","2025-II","1","6.99","9.24",,"8.12","63","MATRICULADO"
"492","108","28","2025-II","1","6.43","7.37",,"6.9","58","MATRICULADO"
"493","108","13","2025-II","2","9.52","7.02",,"8.27","56","MATRICULADO"
"494","108","18","2025-II","1","7.58","6.87",,"7.23","56","MATRICULADO"
"495","109","25","2025-II","1","14.02","13.39",,"13.71","81","MATRICULADO"
"496","109","17","2025-II","1","9.81","10.6",,"10.21","89","MATRICULADO"
"497","109","26","2025-II","1","11.54","12.24",,"11.89","85","MATRICULADO"
"498","109","27","2025-II","1","10.26","10.27",,"10.27","83","MATRICULADO"
"499","109","3","2025-II","1","12.49","10.72",,"11.61","84","MATRICULADO"
"500","110","1","2025-II","1","15.71","14.06",,"14.89","92","MATRICULADO"
"501","110","23","2025-II","1","15.29","15.31",,"15.3","97","MATRICULADO"
"502","110","17","2025-II","1","17.32","13.7",,"15.51","99","MATRICULADO"
"503","110","12","2025-II","1","15.07","15.26",,"15.17","98","MATRICULADO"
"504","111","18","2025-II","1","8.96","8.9",,"8.93","71","MATRICULADO"
"505","111","12","2025-II","1","12.69","10.35",,"11.52","73","MATRICULADO"
"506","111","16","2025-II","1","10.22","10",,"10.11","74","MATRICULADO"
"507","111","14","2025-II","1","9.46","9.52",,"9.49","74","MATRICULADO"
"508","111","17","2025-II","1","10.85","10.46",,"10.66","75","MATRICULADO"
"509","112","18","2025-II","1","17.27","17.92",,"17.6","91","MATRICULADO"
"510","112","5","2025-II","1","15.09","14.03",,"14.56","95","MATRICULADO"
"511","112","16","2025-II","1","13.82","16.75",,"15.29","90","MATRICULADO"
"512","112","9","2025-II","1","15.53","13.95",,"14.74","92","MATRICULADO"
"513","113","6","2025-II","1","5.62","7.48",,"6.55","64","MATRICULADO"
"514","113","11","2025-II","2","7.77","6.72",,"7.25","63","MATRICULADO"
"515","113","16","2025-II","2","7.3","8.49",,"7.9","64","MATRICULADO"
"516","113","21","2025-II","1","9.26","8.09",,"8.68","58","MATRICULADO"
"517","114","25","2025-II","1","10.02","13.8",,"11.91","89","MATRICULADO"
"518","114","10","2025-II","1","13.31","12.2",,"12.76","84","MATRICULADO"
"519","114","13","2025-II","1","11.11","13.69",,"12.4","82","MATRICULADO"
"520","114","18","2025-II","1","10.81","9.67",,"10.24","83","MATRICULADO"
"521","114","24","2025-II","1","11.14","13.33",,"12.24","88","MATRICULADO"
"522","114","26","2025-II","2","11.06","12.23",,"11.65","87","MATRICULADO"
"523","115","9","2025-II","1","10.11","11.82",,"10.97","73","MATRICULADO"
"524","115","22","2025-II","1","10.99","9.6",,"10.3","76","MATRICULADO"
"525","115","11","2025-II","2","8.54","13.37",,"10.96","78","MATRICULADO"
"526","115","26","2025-II","1","8.54","12.34",,"10.44","78","MATRICULADO"
"527","116","1","2025-II","1","9.99","13.45",,"11.72","86","MATRICULADO"
"528","116","26","2025-II","1","14.05","14.46",,"14.26","82","MATRICULADO"
"529","116","5","2025-II","1","10.93","14.28",,"12.61","89","MATRICULADO"
"530","116","22","2025-II","1","12.75","11.05",,"11.9","85","MATRICULADO"
"531","116","2","2025-II","1","10.51","12.47",,"11.49","83","MATRICULADO"
"532","117","23","2025-II","1","11.05","9.95",,"10.5","85","MATRICULADO"
"533","117","10","2025-II","2","11.73","14.34",,"13.04","85","MATRICULADO"
"534","117","18","2025-II","1","14.14","14.39",,"14.27","81","MATRICULADO"
"535","117","17","2025-II","1","11.33","14.26",,"12.8","86","MATRICULADO"
"536","117","13","2025-II","1","14.21","14.2",,"14.21","88","MATRICULADO"
"537","117","16","2025-II","1","9.81","13.89",,"11.85","81","MATRICULADO"
"538","118","8","2025-II","1","8.8","6.98",,"7.89","59","MATRICULADO"
"539","118","17","2025-II","1","6.71","10.23",,"8.47","55","MATRICULADO"
"540","118","6","2025-II","1","9.23","5.98",,"7.61","57","MATRICULADO"
"541","118","26","2025-II","1","9.28","6.1",,"7.69","58","MATRICULADO"
"542","119","22","2025-II","1","16.28","15.85",,"16.07","96","MATRICULADO"
"543","119","28","2025-II","1","17.64","14.65",,"16.15","96","MATRICULADO"
"544","119","19","2025-II","1","14.58","14.25",,"14.42","90","MATRICULADO"
"545","119","2","2025-II","1","18.14","16.04",,"17.09","97","MATRICULADO"
"546","120","20","2025-II","1","5.86","5.99",,"5.93","57","MATRICULADO"
"547","120","3","2025-II","1","6.95","10.31",,"8.63","64","MATRICULADO"
"548","120","23","2025-II","2","9.91","10.34",,"10.13","56","MATRICULADO"
"549","120","2","2025-II","1","9.67","10.42",,"10.05","59","MATRICULADO"
"550","120","4","2025-II","1","9.51","8.08",,"8.8","56","MATRICULADO"
"551","121","23","2025-II","1","15.51","16.69",,"16.1","99","MATRICULADO"
"552","121","1","2025-II","1","14.2","16.7",,"15.45","97","MATRICULADO"
"553","121","28","2025-II","1","16.01","16.57",,"16.29","95","MATRICULADO"
"554","121","27","2025-II","1","13.88","16.17",,"15.03","94","MATRICULADO"
"555","121","17","2025-II","1","16.67","15.52",,"16.1","91","MATRICULADO"
"556","122","3","2025-II","1","6.73","6.14",,"6.44","64","MATRICULADO"
"557","122","4","2025-II","1","9.8","6.92",,"8.36","63","MATRICULADO"
"558","122","10","2025-II","2","6.31","10.32",,"8.32","58","MATRICULADO"
"559","122","22","2025-II","1","9.68","8.4",,"9.04","58","MATRICULADO"
"560","122","6","2025-II","1","7.87","9.87",,"8.87","64","MATRICULADO"
"561","123","18","2025-II","2","9.97","8.05",,"9.01","63","MATRICULADO"
"562","123","24","2025-II","3","9.25","8.48",,"8.87","62","MATRICULADO"
"563","123","1","2025-II","1","7.3","5.72",,"6.51","56","MATRICULADO"
"564","123","17","2025-II","1","6.29","8.51",,"7.4","60","MATRICULADO"
"565","124","19","2025-II","1","13.96","15.85",,"14.91","90","MATRICULADO"
"566","124","27","2025-II","1","16.15","17.53",,"16.84","94","MATRICULADO"
"567","124","22","2025-II","1","16.34","16.04",,"16.19","98","MATRICULADO"
"568","124","23","2025-II","1","18.43","16.23",,"17.33","97","MATRICULADO"
"569","124","7","2025-II","1","17.73","16.15",,"16.94","91","MATRICULADO"
"570","125","20","2025-II","1","13.99","15.39",,"14.69","95","MATRICULADO"
"571","125","25","2025-II","1","16.04","18.28",,"17.16","92","MATRICULADO"
"572","125","12","2025-II","1","15.01","14.85",,"14.93","94","MATRICULADO"
"573","125","21","2025-II","1","15.62","18.11",,"16.87","93","MATRICULADO"
"574","125","27","2025-II","1","16.81","16",,"16.41","95","MATRICULADO"
"575","126","16","2025-II","2","8.61","9.17",,"8.89","63","MATRICULADO"
"576","126","23","2025-II","1","6.44","7.77",,"7.11","62","MATRICULADO"
"577","126","5","2025-II","1","5.88","10.29",,"8.09","60","MATRICULADO"
"578","126","27","2025-II","3","8.23","7.7",,"7.97","60","MATRICULADO"
"579","127","4","2025-II","1","9.68","7.91",,"8.8","64","MATRICULADO"
"580","127","2","2025-II","1","8.49","7.09",,"7.79","62","MATRICULADO"
"581","127","1","2025-II","1","7.15","7.88",,"7.52","58","MATRICULADO"
"582","127","15","2025-II","1","6.25","8.71",,"7.48","62","MATRICULADO"
"583","128","2","2025-II","1","16.91","14.88",,"15.9","93","MATRICULADO"
"584","128","24","2025-II","1","14.37","15.35",,"14.86","93","MATRICULADO"
"585","128","15","2025-II","1","16.89","17.47",,"17.18","99","MATRICULADO"
"586","128","8","2025-II","1","16.63","14.88",,"15.76","95","MATRICULADO"
"587","128","20","2025-II","1","18.15","16.43",,"17.29","91","MATRICULADO"
"588","129","3","2025-II","1","13.59","17.67",,"15.63","91","MATRICULADO"
"589","129","2","2025-II","1","13.53","17.6",,"15.57","90","MATRICULADO"
"590","129","27","2025-II","1","16.28","17.96",,"17.12","97","MATRICULADO"
"591","129","9","2025-II","1","13.78","15.59",,"14.69","99","MATRICULADO"
"592","129","11","2025-II","1","14.06","15.64",,"14.85","98","MATRICULADO"
"593","130","21","2025-II","1","13.34","13.33",,"13.34","79","MATRICULADO"
"594","130","26","2025-II","1","13.3","12.41",,"12.86","70","MATRICULADO"
"595","130","24","2025-II","2","11.39","12.83",,"12.11","75","MATRICULADO"
"596","131","25","2025-II","2","6.4","8.01",,"7.21","64","MATRICULADO"
"597","131","10","2025-II","1","5.5","6.03",,"5.77","60","MATRICULADO"
"598","131","2","2025-II","2","6.71","6.86",,"6.79","61","MATRICULADO"
"599","131","22","2025-II","1","8.12","6.67",,"7.4","61","MATRICULADO"
"600","132","3","2025-II","1","11.31","13.57",,"12.44","89","MATRICULADO"
"601","132","14","2025-II","1","9.68","12.85",,"11.27","82","MATRICULADO"
"602","132","6","2025-II","1","13.83","11.7",,"12.77","86","MATRICULADO"
"603","132","20","2025-II","1","9.64","10.98",,"10.31","83","MATRICULADO"
"604","133","7","2025-II","1","11.34","9.73",,"10.54","75","MATRICULADO"
"605","133","26","2025-II","1","12.52","10.15",,"11.34","72","MATRICULADO"
"606","133","5","2025-II","2","10.58","11.05",,"10.82","72","MATRICULADO"
"607","133","28","2025-II","1","12.22","13.2",,"12.71","74","MATRICULADO"
"608","133","15","2025-II","2","10.57","10.91",,"10.74","71","MATRICULADO"
"609","133","12","2025-II","1","12","12.11",,"12.06","75","MATRICULADO"
"610","134","27","2025-II","1","8.09","9.17",,"8.63","56","MATRICULADO"
"611","134","12","2025-II","1","8.27","7.7",,"7.99","60","MATRICULADO"
"612","134","11","2025-II","2","10.49","8.17",,"9.33","61","MATRICULADO"
"613","134","23","2025-II","1","10.06","6.49",,"8.28","57","MATRICULADO"
